title,location,desc,price,bath,bed,toilet,area
4 bedroom terraced duplex for rent,"Peaceville Estate Badore, Ajah, Lagos","*now letting in badore ajah*well maintained very nice and spacious4 bedroom terraced duplex in a mini estate on 2 floorstenant moved in as newly built, tenant just parked outfeatures;-fitted kitchen cabinets-with microwave and gas cooker-large wardrobes-interlocked compound-pay and pack in-large compound-spacious rooms-all rooms ensuiteborehole-prepaid meterprice; 1.8m per annumagency; 200klegal: 200kcaution/refundable deposits; 200ktotal package; #2.6mlocation; *peaceville estate badore ajah**along/close to cooperative villa estate road ajah*0814000251908168946887your satisfaction is our priority...",1800000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
2 bedroom flat / apartment for rent,"Gra, Abijo, Lekki, Lagos","2 units of 2-bedroom flatsbedrooms are ensuittop notch finishingbarb-wired for additional securitydedicated generator housesecurity housetiled compoundgate, water and other essential amenities availablelocation:abijo graajahlagos state*downstairs*rent - n850kcommision -100kagreement -100kcaution - 50kservice charge (security and cleaning) - l00ktotal: n 1...",850000,2 Bathrooms,2 Bedrooms,3 Toilets,ajah
4 bedroom semi-detached duplex for rent,"Lekki Palm City Estate, Ajah, Lagos",A newly built 4 bedroom semi detached with fitted kitchen is available for rent immediately in an estate at ajah lagos...price: #3.5m per annum..agency 10%..legal 10%..caution deposit 5...,3500000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
4 bedroom detached duplex for rent,"Doren Hospital Street, Ajah, Lagos","To let !4 bedroom duplex with a mini flat bq on a self compound in , ajah.rent : n2...",2500000,4 Bathrooms,4 Bedrooms,4 Toilets,ajah
2 bedroom flat / apartment for rent,"Mobil Road, Ajah, Lagos","Standard brandnew 2 bedroom flat available at mobile road ajah lagos...rent 1ma clean & sharp 2bedroom in a secured environment off mobile road, ajahrent - 1mlegal - 10%agency - 10%caution - 100kservice charge - 750k24hours light.total package - 2,0...",1000000,2 Bathrooms,2 Bedrooms,3 Toilets,ajah
2 bedroom flat / apartment for rent,"Opposite V G C, Ajah, Lagos","To let at opposite v.g.c, ajah:6 nos 2 bedrooms newly built flats with bq in an estaterent: n2.5m per annum, per f...",2500000,2 Bathrooms,2 Bedrooms,3 Toilets,ajah
4 bedroom house for rent,"Baale Street, Ogoyo Estate, Off Mobil Road, Ilaje, Ajah, Lagos",New built 4 bedroom semi detached duplex with bq for rent at a ogoyo estate off mobil road ilaje ajah lagos. rent 2.5magency 10%agreements 10%caution 2...,2500000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
Self contained (single rooms) for rent,"Close To Ajah Under Bridge By Xyz Plaza, Ajah, Lagos",Its a nice placerent n400klegal 10%agent 10%caution n30kservice n65ktotal n5...,400000,,,,ajah
4 bedroom semi-detached duplex for rent,"Eleganza Gardens, Ajah, Lagos","Are you looking for good and comfortable accommodation to rent???we, plusworld realtors, have got a perfect space for you at ajah axis.a four-bedroom spacious semi-detached home with a bq in a beautiful and quiet housing estatefully furnished with brand new, tv, dstv, air-condition and 20kva caterpillar generator and pool table.available to let for immediate occupancy.rent price: n5msecurity deposit: ...",5000000,,4 Bedrooms,,ajah
Shop for rent,"Addo Road, Ado, Ajah, Lagos",A shop to let at addo road ajahprice :1.8mservice charge:100kagreement:180kagency:180k.call: 09130586617 or 09130856...,1800000,,,,ajah
2 bedroom flat / apartment for rent,"Addo Road, Ajah, Lagos","2bedroom flat for rentaddo raod ajah,price: 1.2m,agency:10%agreement:10%caution:10% .for more information and inspection contact us on: 09130586617 or 09130856...",1200000,3 Bathrooms,2 Bedrooms,3 Toilets,ajah
4 bedroom detached duplex for rent,"Ajah, Lekki Phase 2, Lekki, Lagos",4 bedroom fully detached duplex for rentfeatures include:guest toiletliving roomkitchenall rooms en-suitebqspace for 3 c...,2500000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
1 bedroom mini flat for rent,"Aptech, Sangotedo, Ajah, Lagos","Very lovely mini flat at aptech, sangotedo, ajah.(upstairs ) and very close to the express road.annual rent 750ktotal 1,020,000clean watersecured and serene environment16hrs power supply,close to skymall and blenco supermarket .20mins drive to ajah.for more enquires;call/whatsapp:07069592...",750000,,,,ajah
1 bedroom mini flat for rent,"Blenco Super Market, Ajah, Lagos",Brand new mini flat apartment at ajah after lagos business school in a gated estate for 1.2m rent total is 1.6...,1200000,,,2 Toilets,ajah
1 bedroom flat / apartment for rent,"Greenville Estate Badore Addo, Ajah, Lagos",A standard room in a duplex shared kitchen only available at greenville estate badore addo ajah lagos...rent 500k agent agreement caution 10% each service charge ...,500000,,,,ajah
2 bedroom flat / apartment for rent,"General Paint, Before Lbs, Ajah, Lagos",Spacious and newly built 2 bedroom flat upstairs now available for rent at ajah area of general paint...with 3 toiletsand good kitchen fittings...spacious compound for car pack..secured vicinity...rent...800klegal....80kagency...80kcaution..100kservice charge (not yet decid...,800000,2 Bathrooms,2 Bedrooms,3 Toilets,ajah
2 bedroom flat / apartment for rent,"Zina Estate, Ado Road, Ajah, Lagos","2 bedroom apartment for rent @ zina estate behind blenco, ado road, ajahrent: 1magency: 10%legal: 10%caution: ...",1000000,,2 Bedrooms,3 Toilets,ajah
Self contained (single rooms) for rent,"United Estate Sangotedo, Ajah, Lagos",Clean and spacious self-contained upstairs now available for rent at ajah area of sangotedo environ..united estate..good kitchen fittings...rent...400klegal...40kagency...40kcaution...30kservice charge ...20k(per ann...,400000,,,,ajah
3 bedroom flat / apartment for rent,"Olokonla Area, Ajah, Lagos",A newly built 3 bedroom flat upstairs now available for rent at ajah area of olokonla sangotedo...with 3 toiletsbig car park (spacious compound)good kitchen fittings...with a store..rent...1.3mlegal...130kagency...130kcaution...130kservice charge...1...,1300000,3 Bathrooms,3 Bedrooms,3 Toilets,ajah
4 bedroom terraced duplex for rent,"Lekki Palm City Estate, Ajah, Lagos",Well finished 4 bedroom luxury duplex with self compound in a very secured flood free estate ajah lagos (lekki palm estate)agency 10%legal 10%caution fee 5%it's self servi...,3500000,,4 Bedrooms,5 Toilets,ajah
2 bedroom flat / apartment for rent,"Marshill Estate, Along Addo Road, Ajah, Lagos",Standard brandnew 2 bedroom flat available at marshill estate along addo road ajah lagos...rent 1...,1200000,2 Bathrooms,2 Bedrooms,3 Toilets,ajah
3 bedroom flat / apartment for rent,"Badore, Ajah, Lagos","For rent: well finished 3 bedroom apartment in a secured estate at unity estate badore, ajah - lagos.features:- finished with modern quality materials- well defined spaces for kitchen, store, dining and sitting room- prepaid metre already installed- water treatment plant- 6 units in the compound- en suite gate house for the security guard- designated parking space for each apartment- serene and secured estate- clean and constant water supply- stable electricity supply with prepaid metre- it is a must-see- one year rent acceptablerent: n850,000 per annumfor further enquiries/ arrangement for inspection, please contact:emma: 08177766112 (call/ whatsapp)chris : 08177766115 (call/ whatsapp)gabriel: 08177766550 (call/ whatsapp)bluehedge realtors- estate agency and property marketing- real estate development and advisorytel: 234-8032065685 (call/ whatsapp), 08177766110-9 (call/ whatsapp)website: www.bluehedgerealtors.comemail: [email protected]",850000,3 Bathrooms,3 Bedrooms,4 Toilets,ajah
3 bedroom flat / apartment for rent,"Badore, Ajah, Lagos","For rent: well finished 3 bedroom apartment ( first floor) in a secured estate at unity estate badore, ajah - lagos.features:- finished with modern quality materials- well defined spaces for kitchen, store, dining and sitting room- prepaid metre already installed- water treatment plant- 6 units in the compound- en suite gate house for the security guard- designated parking space for each apartment- serene and secured estate- clean and constant water supply- stable electricity supply with prepaid metre- it is a must-see- one year rent acceptablerent: n900,000 per annumfor further enquiries/ arrangement for inspection, please contact:emma: 08177766112 (call/ whatsapp)chris : 08177766115 (call/ whatsapp)gabriel: 08177766550 (call/ whatsapp)bluehedge realtors- estate agency and property marketing- real estate development and advisorytel: 234-8032065685 (call/ whatsapp), 08177766110-9 (call/ whatsapp)website: www.bluehedgerealtors.comemail: [email protected]",900000,3 Bathrooms,3 Bedrooms,4 Toilets,ajah
4 bedroom semi-detached duplex for rent,"Eden Garden Estate, By Abraham Adesanya, Ajah, Lagos","Property at eden estate, ajah, lagos4 bedroom semi-detached duplex with a room bqrent: #3magency 10%legal:10%caution: 10%p.s: a responsible family working a reputable organisat...",3000000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
2 bedroom flat / apartment for rent,"Mobile Road, Ajah, Lagos","A clean & sharp 2bedroom in a secured environment off mobile road, ajahrent - 1mlegal - 10%agency - 10%caution - 100kservice charge - 750k24hours light.total package - 2,0...",1000000,2 Bathrooms,2 Bedrooms,3 Toilets,ajah
1 bedroom mini flat for rent,"Palm Crescent,, Badore, Ajah, Lagos","Beautiful 12 unit of 1 bedroom flat and 6 unit of self containedlocation- palm crescent, badore, ajah.mini flat - rent n700,000self contained - rent n400,000agency 10%caution deposit 50,000agreement 10%service charge 80,...",700000,,,,ajah
3 bedroom flat / apartment for rent,"Via General Paint Busstop, Abraham Adesanya,, Ajah, Lagos","3 bedroom apartments available for rent at lekki atlantic garden estate, behind lekki gardens phase 5, via general paint busstop, abraham adesanya area, ajah, lagos.the rooms are spacious and the environment is serene. just 4 in a compound. the estate is very secure, guarded by military and private securities.1.2m rent120k agreement120k agency120k caution(refundable).contact 07034500132 to inspect and re...",1200000,3 Bathrooms,3 Bedrooms,4 Toilets,ajah
1 bedroom mini flat for rent,"Sangotedo, Ajah, Lagos",Well spacious room and parlour newly builtnow available for rent at ajah area of sangotedorent...1.2mlegal...120kagency...120kcaution...200kservice charge (not decided y...,1200000,,,,ajah
1 bedroom mini flat for rent,"Anu Crescent Estate, Badore, Ajah, Lagos","Brand new mini flat (up floor) in anu crescent estate badore, ajahrent 550klegal 55kagency 55kcaution 50kservice 60kdirect briefbrand new mini flat (down floor) in anu crescent estate badore, ajahrent 520klegal 52kagency 52kcaution 50kservice ...",550000,,,2 Toilets,ajah
2 bedroom flat / apartment for rent,"Anu Crescent Estate, Badore, Ajah, Lagos","Brand new 2bedroom flat (up floor) in anu crescent estate badore, ajahrent 800klegal 80kagency 80kcaution 50kservice 70kdirect br...",800000,2 Bathrooms,2 Bedrooms,3 Toilets,ajah
3 bedroom semi-detached duplex for rent,"Prestigious Ogoyo Estate Off Mobil Road, Ilaje, Ajah, Lagos",An exquisitely well finished new 2 wings of 3 bedroom duplex with all rooms ensuite plus bqlocation; prestigious ogoyo estate ogoyo off mobil road ilaje bus stop ajahrent; 2.5m per annum with...,2500000,3 Bathrooms,3 Bedrooms,4 Toilets,ajah
2 bedroom flat / apartment for rent,"Badore, Ajah, Lagos",Clean 2-bedroom flat @ badore - ajahrent: *ngn 800k*agency: 10%legal: ...,800000,,2 Bedrooms,,ajah
3 bedroom flat / apartment for rent,"Unity Estate, Badore, Ajah, Lagos",To letbrand new 3bedroom with a bq upstairs at unity estate badore ajahrent is 1.4m per annumlegal 140agency 140caution 100kservice charge 1...,1400000,3 Bathrooms,3 Bedrooms,4 Toilets,ajah
2 bedroom flat / apartment for rent,"Ogidan By Golden Park, Ajah, Lagos","Newly built 6 units of 2 bedroom flat available for rent by golden park ogidan sangotedo ajah lekki. very close to main road,interlock road,spacious ,fenced ,gated and interlock compound,large parking lot etc. up apartment is 1.6m and down is 1.5m per ann...",1600000,2 Bathrooms,2 Bedrooms,2 Toilets,ajah
3 bedroom flat / apartment for rent,"Estate Along Badore Road, Badore, Ajah, Lagos",A brand new and spacious 3bedroom flat in an estate along badore rd ajah...*up stairs details*rent 1.2magency 120kagreement 120kcaution 100kservice charge 170k*down stairs details*rent 1.1magency 110kagreement 110kcaution 100kservice charge 1...,1200000,4 Bathrooms,3 Bedrooms,4 Toilets,ajah
2 bedroom house for rent,"Royal Palmwill Estate Badore Road, Ajah, Lagos","Direct letting: brand new 2bedroom flat well finished with clean water @royal palmwill estate badore road ajah..1.2mill rent.100k caution.70k service charge to coversecurity and lawma a year.120k legal.120k agency.total:1,620,000 mill total package...",1200000,,2 Bedrooms,,ajah
1 bedroom mini flat for rent,"Baiyeku, Ikorodu, Lagos","If you live in ikorodu and work in ajah or anywhere on the island -- or vice-versa, this apartment is just for you!located at the end of a part of ikorodu which also happens to be the beginning if you're coming from the island via water transportation.the baiyeku ferry terminal is a great resource for residents of ikorodu who work on the island.for more inquiries & inspection, please contact: seaside real estate on 08022277251.whether you wish to buy, sell or lease, seaside real estate is at your service! we are the most innovative real estate company in lagos - nigeria.seaside real estate is a trusted real estate agency dedicated to providing you with the best realty needs. we have houses for sale in lagos and across nigeria. we also have houses for rent in lagos and across nigeria. our listings are different from the rest in that they are classy, luxurious, located strategically and the price is always a good deal.contact us today for all your real estate needs. as your trusted, professional real estate partner, we will help you find the best home in your area of interest within your price range and other specifications.we also provide you with a dedicated realty agent to help you find unique properties, property management, and furnishing of your new buy.we believe it is always possible to find suitable housing according to the needs of our clients. call: 080222772...",100000,,,,ajah
